C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_331.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_331.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_331.jpg, 0, 0, 0, 0.9416381
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_439.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_439.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_439.jpg, 0, 0, 0, 0.9274285
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_539.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_539.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_539.jpg, 0, 0, 0, 0.915719
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_642.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_642.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_642.jpg, 0, 0, 0, 0.9041277
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_747.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_747.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_747.jpg, 0, 0, 0, 0.8926532
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_853.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_853.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_853.jpg, 0, 0, 0, 0.8812947
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_29_956.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_29_956.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_29_956.jpg, 0, 0, 0, 0.8678157
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_064.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_064.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_064.jpg, 0, 0.2108631, 0, 0.9650999
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_165.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_165.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_165.jpg, -0.3056466, 0.5165097, 0, 1.399136
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_270.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_270.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_270.jpg, -0.5900862, 0.8009492, 0, 2.194102
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_375.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_375.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_375.jpg, -0.8890383, 1, 0, 3.295921
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_483.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_483.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_483.jpg, -1, 1, 0, 4.622973
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_585.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_585.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_585.jpg, -0.7867026, 1, 0, 5.767161
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_690.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_690.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_690.jpg, -0.478599, 1, 0, 6.931426
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_797.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_797.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_797.jpg, -0.5669955, 1, 0, 8.283436
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_30_903.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_30_903.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_30_903.jpg, -0.8843253, 1, 0, 9.296276
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_013.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_013.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_013.jpg, -0.8970451, 1, 0, 10.28592
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_113.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_113.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_113.jpg, -0.5962304, 1, 0, 11.41414
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_225.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_225.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_225.jpg, -0.2352965, 1, 0, 12.54265
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_329.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_329.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_329.jpg, 0, 1, 0, 13.79523
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_432.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_432.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_432.jpg, -0.0239268, 1, 0, 14.73856
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_534.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_534.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_534.jpg, -0.3187113, 1, 0, 16.00983
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_642.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_642.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_642.jpg, -0.05191468, 1, 0, 17.24852
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_742.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_742.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_742.jpg, 0, 1, 0, 18.08246
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_850.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_850.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_850.jpg, 0, 1, 0, 19.27258
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_31_956.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_31_956.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_31_956.jpg, -0.2114988, 1, 0, 20.45333
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_062.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_062.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_062.jpg, -0.3917709, 1, 0, 21.26076
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_163.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_163.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_163.jpg, -0.08823755, 1, 0, 22.30904
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_267.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_267.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_267.jpg, 0, 1, 0, 23.25148
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_376.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_376.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_376.jpg, 0, 1, 0, 24.42438
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_483.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_483.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_483.jpg, 0, 1, 0, 25.38938
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_595.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_595.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_595.jpg, 0, 1, 0, 26.34188
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_703.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_703.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_703.jpg, -0.1295121, 1, 0, 27.46733
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_811.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_811.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_811.jpg, -0.4203237, 1, 0, 28.29564
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_32_916.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_32_916.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_32_916.jpg, -0.1324578, 1, 0, 29.35761
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_022.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_022.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_022.jpg, 0, 1, 0, 30.18527
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_129.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_129.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_129.jpg, 0, 1, 0, 30.19011
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_240.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_240.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_240.jpg, 0, 1, 0, 30.19081
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_344.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_344.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_344.jpg, -0.2390118, 1, 0, 30.17597
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_448.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_448.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_448.jpg, -0.3788871, 1, 0, 30.16829
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_554.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_554.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_554.jpg, -0.06763504, 1, 0, 30.19108
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_658.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_658.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_658.jpg, 0, 1, 0, 30.18974
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_760.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_760.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_760.jpg, 0, 1, 0, 30.19026
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_863.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_863.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_863.jpg, 0, 1, 0, 30.19067
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_33_970.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_33_970.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_33_970.jpg, 0, 1, 0, 30.19003
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_079.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_079.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_079.jpg, 0, 1, 0, 30.19146
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_180.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_180.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_180.jpg, 0, 1, 0, 30.19023
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_282.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_282.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_282.jpg, 0, 1, 0, 30.19138
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_383.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_383.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_383.jpg, 0, 1, 0, 30.19035
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_487.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_487.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_487.jpg, -0.1765869, 1, 0, 30.18194
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_594.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_594.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_594.jpg, -0.3785628, 1, 0, 30.16015
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_697.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_697.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_697.jpg, -0.031911, 1, 0, 30.18927
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_803.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_803.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_803.jpg, 0, 1, 0, 30.1893
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_34_907.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_34_907.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_34_907.jpg, 0, 1, 0, 30.19054
C:\Users\bathu\OneDrive\Desktop\track1\IMG\center_2023_06_03_14_15_35_012.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\left_2023_06_03_14_15_35_012.jpg, C:\Users\bathu\OneDrive\Desktop\track1\IMG\right_2023_06_03_14_15_35_012.jpg, 0, 1, 0, 30.18994
